bid_seq,Sno,name,country,isindian,speciality,Batting_handedness,Bowling_handedness,team_name,bid_amt,base_price,est_auc_prc,Status
627,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",480,200,NULL,Unsold
628,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",500,200,NULL,Unsold
631,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",520,200,NULL,Unsold
632,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",540,200,NULL,Unsold
633,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",560,200,NULL,Unsold
634,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",580,200,NULL,Unsold
635,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",600,200,NULL,Unsold
637,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","ROYAL CHALLANGERS BANGALORE",620,200,NULL,Unsold
638,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",640,200,NULL,Unsold
639,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",660,200,NULL,Unsold
640,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",680,200,NULL,Unsold
641,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","DELHI DARE DEVILS",700,200,NULL,Unsold
642,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",720,200,NULL,Unsold
643,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","DELHI DARE DEVILS",740,200,NULL,Unsold
644,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",760,200,NULL,Unsold
645,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","DELHI DARE DEVILS",780,200,NULL,Unsold
646,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",800,200,NULL,Unsold
647,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","DELHI DARE DEVILS",820,200,NULL,Unsold
648,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",840,200,NULL,Unsold
649,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","DELHI DARE DEVILS",860,200,NULL,Unsold
650,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",880,200,NULL,Unsold
651,12,"Glenn Maxwell",Australia,Foreigner,"Top Order Bat",RHB,"RA Off Break","DELHI DARE DEVILS",900,200,NULL,Sold
652,10,"Gautam Gambhir",India,Indian,"Opening Batsman",LHB,"RA Leg Break","DELHI DARE DEVILS",200,200,NULL,Unsold
653,10,"Gautam Gambhir",India,Indian,"Opening Batsman",LHB,"RA Leg Break","RAJASTHAN ROYALS",220,200,NULL,Unsold
654,10,"Gautam Gambhir",India,Indian,"Opening Batsman",LHB,"RA Leg Break","DELHI DARE DEVILS",240,200,NULL,Unsold
655,10,"Gautam Gambhir",India,Indian,"Opening Batsman",LHB,"RA Leg Break","KINGS XI PUNJAB",260,200,NULL,Unsold
656,10,"Gautam Gambhir",India,Indian,"Opening Batsman",LHB,"RA Leg Break","DELHI DARE DEVILS",280,200,NULL,Sold
657,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","KINGS XI PUNJAB",200,200,NULL,Unsold
658,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","KINGS XI PUNJAB",220,200,NULL,Unsold
659,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","RAJASTHAN ROYALS",240,200,NULL,Unsold
660,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","MUMBAI INDIANS",260,200,NULL,Unsold
661,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","MUMBAI INDIANS",280,200,NULL,Unsold
662,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","MUMBAI INDIANS",300,200,NULL,Unsold
663,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","KINGS XI PUNJAB",320,200,NULL,Unsold
664,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","MUMBAI INDIANS",340,200,NULL,Unsold
665,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","KINGS XI PUNJAB",360,200,NULL,Unsold
668,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","KINGS XI PUNJAB",380,200,NULL,Unsold
669,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","KINGS XI PUNJAB",400,200,NULL,Unsold
670,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","MUMBAI INDIANS",420,200,NULL,Unsold
671,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","MUMBAI INDIANS",440,200,NULL,Unsold
672,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","MUMBAI INDIANS",460,200,NULL,Unsold
673,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","MUMBAI INDIANS",480,200,NULL,Unsold
674,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","MUMBAI INDIANS",500,200,NULL,Unsold
675,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","KINGS XI PUNJAB",520,200,NULL,Unsold
676,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","KINGS XI PUNJAB",540,200,NULL,Unsold
677,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","KINGS XI PUNJAB",560,200,NULL,Unsold
678,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","MUMBAI INDIANS",580,200,NULL,Unsold
679,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","KINGS XI PUNJAB",600,200,NULL,Unsold
680,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","KINGS XI PUNJAB",620,200,NULL,Unsold
681,9,"Dwayne Bravo","West Indies",Foreigner,"Bowl All Rounder",RHB,"RA Medium","CHENNAI SUPER KINGS",640,200,NULL,Sold
682,16,"Kane Williamson","New Zealand",Foreigner,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",150,150,NULL,Unsold
683,16,"Kane Williamson","New Zealand",Foreigner,"Top Order Bat",RHB,"RA Off Break","ROYAL CHALLANGERS BANGALORE",160,150,NULL,Unsold
684,16,"Kane Williamson","New Zealand",Foreigner,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",170,150,NULL,Unsold
685,16,"Kane Williamson","New Zealand",Foreigner,"Top Order Bat",RHB,"RA Off Break","ROYAL CHALLANGERS BANGALORE",180,150,NULL,Unsold
686,16,"Kane Williamson","New Zealand",Foreigner,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",190,150,NULL,Unsold
688,16,"Kane Williamson","New Zealand",Foreigner,"Top Order Bat",RHB,"RA Off Break","ROYAL CHALLANGERS BANGALORE",200,150,NULL,Unsold
689,16,"Kane Williamson","New Zealand",Foreigner,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",220,150,NULL,Unsold
690,16,"Kane Williamson","New Zealand",Foreigner,"Top Order Bat",RHB,"RA Off Break","ROYAL CHALLANGERS BANGALORE",240,150,NULL,Unsold
691,16,"Kane Williamson","New Zealand",Foreigner,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",260,150,NULL,Unsold
692,16,"Kane Williamson","New Zealand",Foreigner,"Top Order Bat",RHB,"RA Off Break","ROYAL CHALLANGERS BANGALORE",280,150,NULL,Unsold
693,16,"Kane Williamson","New Zealand",Foreigner,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",300,150,NULL,Sold
694,15,"Yuvraj Singh",India,Indian,"Bat All Rounder",LHB,"LA Slow Orthodox","KINGS XI PUNJAB",200,200,NULL,Sold
695,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",50,50,NULL,Unsold
696,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",55,50,NULL,Unsold
697,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",60,50,NULL,Unsold
698,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",65,50,NULL,Unsold
699,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",70,50,NULL,Unsold
700,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",75,50,NULL,Unsold
701,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",80,50,NULL,Unsold
702,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",85,50,NULL,Unsold
703,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",90,50,NULL,Unsold
704,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",95,50,NULL,Unsold
705,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",100,50,NULL,Unsold
706,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",110,50,NULL,Unsold
707,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",120,50,NULL,Unsold
708,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",130,50,NULL,Unsold
709,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",140,50,NULL,Unsold
710,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",150,50,NULL,Unsold
711,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",160,50,NULL,Unsold
712,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",170,50,NULL,Unsold
713,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",180,50,NULL,Unsold
714,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",190,50,NULL,Unsold
715,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",200,50,NULL,Unsold
716,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",220,50,NULL,Unsold
717,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",240,50,NULL,Unsold
718,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",260,50,NULL,Unsold
719,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",280,50,NULL,Unsold
720,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",300,50,NULL,Unsold
721,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",320,50,NULL,Unsold
722,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",340,50,NULL,Unsold
723,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",360,50,NULL,Unsold
724,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",380,50,NULL,Unsold
725,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",400,50,NULL,Unsold
726,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",420,50,NULL,Unsold
727,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",440,50,NULL,Unsold
728,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",460,50,NULL,Unsold
729,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",480,50,NULL,Unsold
730,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",500,50,NULL,Unsold
731,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",520,50,NULL,Unsold
732,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",540,50,NULL,Unsold
733,24,"Karun Nair",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",560,50,NULL,Sold
734,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",200,200,NULL,Unsold
735,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",220,200,NULL,Unsold
736,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",240,200,NULL,Unsold
737,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",260,200,NULL,Unsold
738,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",280,200,NULL,Unsold
739,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",300,200,NULL,Unsold
740,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",320,200,NULL,Unsold
741,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",340,200,NULL,Unsold
742,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",360,200,NULL,Unsold
743,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",380,200,NULL,Unsold
744,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",400,200,NULL,Unsold
745,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",420,200,NULL,Unsold
746,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",440,200,NULL,Unsold
747,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",460,200,NULL,Unsold
748,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",480,200,NULL,Unsold
749,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",500,200,NULL,Unsold
751,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",520,200,NULL,Unsold
752,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",540,200,NULL,Unsold
753,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",560,200,NULL,Unsold
754,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"MUMBAI INDIANS",580,200,NULL,Unsold
755,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"RAJASTHAN ROYALS",600,200,NULL,Unsold
756,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"SUNRISERS HYDERABAD",620,200,NULL,Unsold
757,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"KINGS XI PUNJAB",640,200,NULL,Unsold
758,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"SUNRISERS HYDERABAD",660,200,NULL,Unsold
759,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"SUNRISERS HYDERABAD",680,200,NULL,Unsold
760,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"SUNRISERS HYDERABAD",700,200,NULL,Unsold
761,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"SUNRISERS HYDERABAD",720,200,NULL,Unsold
762,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"SUNRISERS HYDERABAD",740,200,NULL,Unsold
763,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"KINGS XI PUNJAB",760,200,NULL,Unsold
764,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"SUNRISERS HYDERABAD",780,200,NULL,Unsold
765,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"SUNRISERS HYDERABAD",800,200,NULL,Unsold
766,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"SUNRISERS HYDERABAD",820,200,NULL,Unsold
767,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"SUNRISERS HYDERABAD",840,200,NULL,Unsold
768,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"SUNRISERS HYDERABAD",860,200,NULL,Unsold
769,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"KINGS XI PUNJAB",880,200,NULL,Unsold
770,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"SUNRISERS HYDERABAD",900,200,NULL,Unsold
771,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"SUNRISERS HYDERABAD",920,200,NULL,Unsold
772,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"SUNRISERS HYDERABAD",940,200,NULL,Unsold
773,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"KINGS XI PUNJAB",960,200,NULL,Unsold
774,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"SUNRISERS HYDERABAD",980,200,NULL,Unsold
775,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"KINGS XI PUNJAB",1000,200,NULL,Unsold
776,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"SUNRISERS HYDERABAD",1020,200,NULL,Unsold
777,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"SUNRISERS HYDERABAD",1040,200,NULL,Unsold
779,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"SUNRISERS HYDERABAD",1050,200,NULL,Unsold
780,26,"KL Rahul",India,Indian,"Opening Batsman",RHB,-,"KINGS XI PUNJAB",1100,200,NULL,Sold
781,22,"David Miller","South Africa",Foreigner,"Top Order Bat",LHB,-,"DELHI DARE DEVILS",150,150,NULL,Unsold
782,22,"David Miller","South Africa",Foreigner,"Top Order Bat",LHB,-,"DELHI DARE DEVILS",160,150,NULL,Unsold
783,22,"David Miller","South Africa",Foreigner,"Top Order Bat",LHB,-,"CHENNAI SUPER KINGS",170,150,NULL,Unsold
784,22,"David Miller","South Africa",Foreigner,"Top Order Bat",LHB,-,"DELHI DARE DEVILS",180,150,NULL,Unsold
785,22,"David Miller","South Africa",Foreigner,"Top Order Bat",LHB,-,"MUMBAI INDIANS",190,150,NULL,Unsold
786,22,"David Miller","South Africa",Foreigner,"Top Order Bat",LHB,-,"MUMBAI INDIANS",200,150,NULL,Unsold
787,22,"David Miller","South Africa",Foreigner,"Top Order Bat",LHB,-,"MUMBAI INDIANS",220,150,NULL,Unsold
788,22,"David Miller","South Africa",Foreigner,"Top Order Bat",LHB,-,"SUNRISERS HYDERABAD",240,150,NULL,Unsold
789,22,"David Miller","South Africa",Foreigner,"Top Order Bat",LHB,-,"SUNRISERS HYDERABAD",260,150,NULL,Unsold
790,22,"David Miller","South Africa",Foreigner,"Top Order Bat",LHB,-,"SUNRISERS HYDERABAD",280,150,NULL,Unsold
791,22,"David Miller","South Africa",Foreigner,"Top Order Bat",LHB,-,"KINGS XI PUNJAB",300,150,NULL,Sold
792,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","RAJASTHAN ROYALS",150,150,NULL,Unsold
793,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","RAJASTHAN ROYALS",160,150,NULL,Unsold
794,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","RAJASTHAN ROYALS",170,150,NULL,Unsold
795,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","RAJASTHAN ROYALS",180,150,NULL,Unsold
796,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","KINGS XI PUNJAB",190,150,NULL,Unsold
797,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","RAJASTHAN ROYALS",200,150,NULL,Unsold
798,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","KINGS XI PUNJAB",220,150,NULL,Unsold
799,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","RAJASTHAN ROYALS",240,150,NULL,Unsold
800,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","KINGS XI PUNJAB",260,150,NULL,Unsold
801,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","DELHI DARE DEVILS",280,150,NULL,Unsold
802,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","KINGS XI PUNJAB",300,150,NULL,Unsold
803,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","DELHI DARE DEVILS",320,150,NULL,Unsold
804,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","KINGS XI PUNJAB",340,150,NULL,Unsold
805,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","DELHI DARE DEVILS",360,150,NULL,Unsold
806,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","KINGS XI PUNJAB",380,150,NULL,Unsold
807,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","DELHI DARE DEVILS",400,150,NULL,Unsold
808,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","KINGS XI PUNJAB",420,150,NULL,Unsold
809,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","DELHI DARE DEVILS",440,150,NULL,Unsold
810,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","KINGS XI PUNJAB",460,150,NULL,Unsold
811,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","RAJASTHAN ROYALS",480,150,NULL,Unsold
812,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","KINGS XI PUNJAB",500,150,NULL,Unsold
813,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","KINGS XI PUNJAB",540,150,NULL,Unsold
814,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","KINGS XI PUNJAB",560,150,NULL,Unsold
815,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","KINGS XI PUNJAB",580,150,NULL,Unsold
816,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","RAJASTHAN ROYALS",600,150,NULL,Unsold
817,18,"Aaron Finch",Australia,Foreigner,"Top Order Bat",RHB,"LA Slow Orthodox","KINGS XI PUNJAB",620,150,NULL,Unsold
819,21,"Brendon McCullum","New Zealand",Foreigner,"Opening Batsman",RHB,-,"ROYAL CHALLANGERS BANGALORE",200,200,NULL,Unsold
820,21,"Brendon McCullum","New Zealand",Foreigner,"Opening Batsman",RHB,-,"RAJASTHAN ROYALS",220,200,NULL,Unsold
821,21,"Brendon McCullum","New Zealand",Foreigner,"Opening Batsman",RHB,-,"ROYAL CHALLANGERS BANGALORE",240,200,NULL,Unsold
822,21,"Brendon McCullum","New Zealand",Foreigner,"Opening Batsman",RHB,-,"ROYAL CHALLANGERS BANGALORE",260,200,NULL,Unsold
823,21,"Brendon McCullum","New Zealand",Foreigner,"Opening Batsman",RHB,-,"ROYAL CHALLANGERS BANGALORE",280,200,NULL,Unsold
824,21,"Brendon McCullum","New Zealand",Foreigner,"Opening Batsman",RHB,-,"RAJASTHAN ROYALS",300,200,NULL,Unsold
825,21,"Brendon McCullum","New Zealand",Foreigner,"Opening Batsman",RHB,-,"ROYAL CHALLANGERS BANGALORE",320,200,NULL,Unsold
826,21,"Brendon McCullum","New Zealand",Foreigner,"Opening Batsman",RHB,-,"DELHI DARE DEVILS",340,200,NULL,Unsold
827,21,"Brendon McCullum","New Zealand",Foreigner,"Opening Batsman",RHB,-,"ROYAL CHALLANGERS BANGALORE",360,200,NULL,Sold
828,27,"Jason Roy",England,Foreigner,"Wicket Keeper Bat",RHB,-,"DELHI DARE DEVILS",150,150,NULL,Sold
829,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","MUMBAI INDIANS",200,200,NULL,Unsold
830,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","RAJASTHAN ROYALS",220,200,NULL,Unsold
831,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","MUMBAI INDIANS",240,200,NULL,Unsold
832,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","RAJASTHAN ROYALS",260,200,NULL,Unsold
833,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","RAJASTHAN ROYALS",280,200,NULL,Unsold
834,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","RAJASTHAN ROYALS",300,200,NULL,Unsold
835,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","MUMBAI INDIANS",320,200,NULL,Unsold
836,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","RAJASTHAN ROYALS",340,200,NULL,Unsold
837,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","MUMBAI INDIANS",360,200,NULL,Unsold
838,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","RAJASTHAN ROYALS",380,200,NULL,Unsold
